Email No.,sent,received,reply,important,spam,draft,sender,Prediction
Email 664,1,1,0,1,0,0,0,0
Email 665,0,0,0,0,0,0,0,0
Email 666,0,0,0,0,0,0,0,0
Email 667,0,0,0,0,0,0,0,1
Email 668,0,0,0,0,0,0,0,1
Email 669,0,0,0,0,0,0,0,0
Email 670,1,0,0,0,0,0,0,1
Email 671,0,0,0,0,0,0,0,1
Email 672,0,0,0,0,0,0,0,0
Email 673,0,0,0,0,0,0,0,1
Email 674,0,0,0,0,0,0,0,1
Email 675,0,0,0,0,0,0,0,0
Email 676,0,0,0,0,0,0,0,0
Email 677,0,0,0,0,0,0,0,0
Email 678,0,0,0,0,0,0,0,0
Email 679,1,1,0,0,0,0,0,0
Email 680,0,0,0,0,0,0,0,0
Email 681,0,0,0,0,0,0,0,0
Email 682,0,0,0,0,0,0,0,1
Email 683,0,0,0,0,0,0,0,0
Email 684,0,0,0,0,0,0,0,0
Email 685,0,0,0,0,0,0,0,0
Email 686,0,0,0,0,0,0,0,1
Email 687,0,0,2,1,0,0,0,1
Email 688,0,0,0,0,0,0,0,0
Email 689,0,0,0,0,0,0,0,0
Email 690,0,0,0,0,0,0,0,0
Email 691,0,0,0,0,0,0,0,0
Email 692,1,0,0,0,0,0,0,1
Email 693,0,0,0,0,0,0,0,1
Email 694,0,0,0,0,0,0,0,0
Email 695,0,0,0,0,0,0,0,1
Email 696,0,0,0,0,0,0,0,0
Email 697,0,0,0,0,0,0,0,1
Email 698,0,0,0,0,0,0,0,0
Email 699,0,0,0,0,0,0,0,1
Email 700,0,0,0,0,0,0,0,0
Email 701,0,0,0,0,0,0,0,0
Email 702,0,0,0,0,0,0,0,0
Email 703,0,0,0,0,0,0,0,0
Email 704,0,0,0,1,0,0,0,0
Email 705,0,0,0,0,0,0,0,1
Email 706,0,1,0,0,0,0,0,0
Email 707,0,1,1,0,1,0,0,1
Email 708,0,0,0,0,0,0,0,0
Email 709,0,2,0,0,1,0,0,1
Email 710,0,0,0,0,0,0,0,1
Email 711,0,0,0,0,0,0,0,0
Email 712,0,0,0,0,0,0,0,1
Email 713,0,0,0,0,0,0,0,0
Email 714,0,0,0,0,0,0,0,0
Email 715,0,0,0,0,0,0,0,0
Email 716,0,0,0,0,0,0,0,0
Email 717,0,0,0,0,0,0,0,1
Email 718,1,0,0,0,0,0,0,1
Email 719,0,0,0,0,0,0,0,0
Email 720,0,0,0,0,0,0,0,0
Email 721,2,0,0,0,0,0,0,1
Email 722,0,0,0,0,0,0,0,0
Email 723,0,0,0,0,0,0,0,1
Email 724,0,0,0,0,0,0,0,0
Email 725,0,0,0,0,0,0,0,0
Email 726,0,0,0,0,0,0,0,1
Email 727,1,1,0,0,0,0,0,0
Email 728,1,6,2,0,0,0,0,0
Email 729,0,0,0,0,0,0,0,0
Email 730,0,0,0,0,0,0,0,0
Email 731,0,0,0,0,0,0,0,0
Email 732,0,0,0,0,0,0,0,0
Email 733,0,0,0,0,0,0,0,1
Email 734,1,0,0,0,0,0,0,1
Email 735,0,1,0,0,0,0,0,0
Email 736,1,0,0,0,0,0,0,0
Email 737,0,0,0,0,0,0,0,1
Email 738,0,0,0,0,0,0,0,0
Email 739,3,0,0,0,0,0,0,0
Email 740,0,0,0,0,0,0,0,0
Email 741,0,0,0,0,0,0,0,0
Email 742,0,0,0,0,0,0,0,0
Email 743,0,0,0,0,0,0,0,0
Email 744,0,0,0,0,0,0,0,0
Email 745,0,0,0,0,0,0,0,0
Email 746,0,0,0,0,0,0,0,1
Email 747,1,0,2,0,1,0,0,1
Email 748,0,0,0,0,0,0,0,0
Email 749,0,0,0,0,0,0,0,0
Email 750,0,0,0,0,0,0,0,1
Email 751,0,0,0,0,0,0,0,1
Email 752,0,0,0,0,0,0,0,0
Email 753,0,0,0,0,0,1,0,0
Email 754,2,0,0,1,0,0,0,1
Email 755,0,1,0,0,0,0,0,0
Email 756,0,0,0,0,0,0,0,0
Email 757,0,0,0,0,0,0,0,0
Email 758,3,0,0,0,0,0,0,1
Email 759,0,0,0,0,0,0,0,0
Email 760,0,0,0,0,0,0,0,1
Email 761,0,0,0,0,0,0,0,0
Email 762,0,0,0,0,0,0,0,1
Email 763,0,2,2,0,0,0,0,1
Email 764,0,0,0,0,0,0,0,1
Email 765,0,0,0,0,0,0,0,0
Email 766,1,0,0,0,0,0,0,0
Email 767,0,0,0,0,0,0,0,1
Email 768,0,0,0,0,0,0,0,0
Email 769,0,0,0,0,0,0,0,0
Email 770,0,0,0,0,0,0,0,0
Email 771,0,0,0,0,0,0,0,0
Email 772,0,1,0,0,0,0,0,0
Email 773,0,0,1,0,0,0,1,0
Email 774,2,0,1,0,0,0,0,0
Email 775,0,0,0,0,0,0,0,1
Email 776,0,0,0,0,0,0,0,0
Email 777,0,0,0,0,0,0,0,0
Email 778,0,0,0,0,0,0,0,0
Email 779,0,0,0,0,0,0,0,1
Email 780,0,0,0,0,0,0,0,0
Email 781,0,0,0,0,0,0,0,0
Email 782,0,0,0,0,0,0,0,0
Email 783,0,0,0,0,0,0,0,0
Email 784,0,0,0,0,0,0,0,1
Email 785,0,0,0,0,0,0,0,0
Email 786,1,0,1,0,0,0,0,1
Email 787,0,0,0,0,0,0,0,0
Email 788,0,0,0,0,0,0,0,1
Email 789,0,0,0,0,0,0,0,0
Email 790,0,0,0,0,0,0,0,0
Email 791,0,0,0,0,0,0,0,1
Email 792,0,1,0,0,0,0,0,0
Email 793,0,0,0,0,0,0,0,0
Email 794,0,0,0,0,0,0,0,1
Email 795,0,0,0,0,0,0,0,0
Email 796,0,0,0,0,0,0,0,0
Email 797,0,0,0,0,0,0,0,1
Email 798,0,0,0,0,0,0,0,0
Email 799,0,0,0,0,0,0,0,1
Email 800,0,0,0,0,0,0,0,0
Email 801,0,0,0,0,0,0,0,0
Email 802,0,0,0,0,0,0,0,0
Email 803,0,0,0,0,0,0,0,1
Email 804,0,0,0,0,0,0,0,0
Email 805,0,0,0,0,0,0,0,1
Email 806,8,0,0,0,0,0,0,0
Email 807,0,0,1,0,0,0,0,0
Email 808,0,0,0,0,0,0,0,0
Email 809,0,0,0,0,0,0,0,0
Email 810,1,0,2,0,1,0,0,1
Email 811,0,0,0,0,0,0,0,1
Email 812,0,0,0,0,0,0,0,0
Email 813,0,0,0,0,0,0,0,0
Email 814,2,0,0,0,0,0,0,1
Email 815,0,0,0,0,0,0,0,0
Email 816,0,0,0,0,0,0,0,0
Email 817,0,1,0,0,0,0,0,0
Email 818,0,0,0,0,0,0,0,0
Email 819,0,0,0,0,0,0,0,0
Email 820,1,2,0,0,0,0,0,1
Email 821,0,0,0,0,0,0,0,0
Email 822,0,0,0,0,0,0,0,0
Email 823,0,0,0,0,0,0,0,0
Email 824,0,0,0,0,0,0,0,0
Email 825,0,0,0,1,0,0,0,0
Email 826,0,0,0,0,0,0,0,0
Email 827,0,0,0,0,0,0,0,0
Email 828,0,0,1,0,0,0,0,0
Email 829,0,0,1,0,0,0,0,0
Email 830,1,0,1,0,0,0,0,1
Email 831,0,0,0,0,0,0,0,0
Email 832,0,0,0,0,0,0,0,0
Email 833,0,0,0,0,0,0,0,0
Email 834,0,0,0,0,0,0,0,0
Email 835,0,1,0,0,0,0,0,1
Email 836,0,0,0,0,0,0,0,1
Email 837,0,0,0,0,0,0,0,0
Email 838,0,0,0,0,0,0,0,1
Email 839,0,0,0,0,0,0,0,0
Email 840,0,0,0,0,0,0,0,1
Email 841,0,0,0,0,0,0,0,0
Email 842,0,0,0,0,0,0,0,1
Email 843,0,0,0,0,0,0,0,0
Email 844,0,0,0,0,0,0,0,1
Email 845,1,0,0,0,0,0,0,0
Email 846,1,0,0,0,0,0,0,0
Email 847,0,0,0,0,0,0,0,1
Email 848,0,0,0,0,0,0,0,0
Email 849,0,0,0,0,0,1,0,1
Email 850,0,0,0,0,0,0,0,0
Email 851,0,0,3,0,0,0,0,0
Email 852,0,0,0,0,0,0,0,0
Email 853,8,0,0,0,0,0,0,0
Email 854,0,0,0,0,0,0,0,1
Email 855,1,0,0,0,0,0,0,0
Email 856,0,1,0,0,0,0,0,0
Email 857,0,0,0,0,0,0,0,0
Email 858,0,0,0,0,0,0,0,1
Email 859,0,0,0,0,0,0,0,0
Email 860,0,0,0,0,0,0,0,0
Email 861,0,0,0,0,0,0,0,1
Email 862,0,0,0,0,0,0,0,1
Email 863,7,0,0,0,0,0,0,0
Email 864,0,0,0,0,0,0,0,0
Email 865,0,0,0,0,0,0,0,1
Email 866,0,0,0,0,0,0,0,0
Email 867,0,0,0,0,0,0,0,1
Email 868,1,0,0,0,0,0,0,0
Email 869,0,1,0,0,0,0,0,0
Email 870,0,0,0,0,0,0,0,0
Email 871,0,0,0,0,0,0,0,1
Email 872,10,0,0,0,0,1,0,0
Email 873,0,0,0,0,0,0,0,0
Email 874,0,0,0,0,0,0,0,1
Email 875,0,0,0,0,0,0,0,0
Email 876,0,0,0,0,0,0,0,0
Email 877,0,0,0,0,0,0,0,0
Email 878,1,0,0,0,0,0,0,0
Email 879,0,0,0,0,0,0,0,0
Email 880,0,0,0,0,0,0,0,0
Email 881,1,0,0,0,0,0,0,1
Email 882,0,0,0,0,0,0,0,0
Email 883,0,0,0,0,0,0,0,1
Email 884,0,0,0,0,0,0,0,0
Email 885,0,0,0,0,0,0,0,0
Email 886,1,0,0,0,0,0,0,0
Email 887,0,0,0,0,0,0,0,1
Email 888,0,0,0,0,0,0,0,0
Email 889,0,0,1,0,0,0,0,1
Email 890,0,0,0,0,0,1,0,0
Email 891,0,0,0,0,0,0,0,1
Email 892,0,0,0,0,0,0,0,0
Email 893,0,0,0,0,0,0,0,1
Email 894,0,0,0,0,0,0,0,0
Email 895,0,0,0,0,0,0,0,1
Email 896,0,0,0,0,0,0,0,0
Email 897,0,0,0,0,0,0,0,1
Email 898,0,0,0,0,0,0,0,0
Email 899,0,0,0,0,0,0,0,1
Email 900,0,0,0,0,0,0,0,0
Email 901,0,0,0,0,0,0,0,0
Email 902,0,0,0,0,0,1,0,0
Email 903,0,0,0,0,0,0,0,1
Email 904,0,0,0,0,0,0,0,0
Email 905,0,0,0,0,0,0,0,1
Email 906,1,1,0,0,0,0,0,0
Email 907,0,0,0,0,0,0,0,0
Email 908,0,0,0,0,0,0,0,0
Email 909,0,0,0,0,0,0,0,0
Email 910,0,0,0,0,0,0,0,1
Email 911,0,0,0,0,0,0,0,0
Email 912,0,0,0,0,0,0,0,0
Email 913,0,0,0,0,0,0,0,1
Email 914,0,0,0,0,0,0,0,1
Email 915,0,0,0,0,0,1,0,0
Email 916,0,0,0,0,0,0,0,0
Email 917,0,0,0,0,0,0,0,0
Email 918,0,0,0,0,0,0,0,0
Email 919,0,0,0,0,0,0,0,0
Email 920,0,0,0,0,0,0,0,1
Email 921,0,0,0,0,0,0,0,0
Email 922,0,0,0,0,0,0,0,0
Email 923,3,0,1,0,0,0,0,0
Email 924,0,0,0,0,0,0,0,1
Email 925,0,0,0,0,0,0,0,0
Email 926,0,0,0,0,0,0,0,0
Email 927,0,0,0,0,0,0,0,0
Email 928,0,0,0,0,0,0,0,1
Email 929,0,0,0,0,0,0,0,0
Email 930,0,0,0,0,0,0,0,0
Email 931,0,0,0,0,0,0,0,1
Email 932,0,2,0,0,0,0,0,0
Email 933,1,0,0,0,0,0,0,0
Email 934,0,0,0,1,0,0,0,1
Email 935,0,0,0,0,0,0,0,0
Email 936,1,0,0,0,0,0,0,0
Email 937,0,0,0,0,0,0,0,0
Email 938,0,1,0,1,0,0,0,1
Email 939,0,0,0,0,0,0,0,0
Email 940,0,0,0,0,0,0,0,0
Email 941,0,0,0,0,0,0,0,1
Email 942,0,0,0,0,0,0,0,0
Email 943,0,0,0,0,0,0,0,0
Email 944,0,0,0,0,0,0,0,0
Email 945,2,0,0,0,0,0,0,0
Email 946,0,0,0,0,0,0,0,0
Email 947,1,0,0,0,0,0,0,0
Email 948,0,0,0,0,0,0,0,0
Email 949,0,0,0,0,0,0,0,0
Email 950,0,0,0,0,0,0,0,1
Email 951,0,0,0,0,0,0,0,0
Email 952,1,0,0,1,4,0,0,1
Email 953,0,0,0,0,0,0,0,1
Email 954,0,0,0,0,0,0,0,1
Email 955,0,0,0,0,0,0,0,0
Email 956,0,0,0,0,0,0,0,0
Email 957,0,0,0,0,0,0,0,1
Email 958,0,0,0,0,0,0,0,0
Email 959,0,0,0,0,0,0,0,0
Email 960,0,0,0,0,0,0,0,0
Email 961,0,0,0,0,0,0,0,0
Email 962,0,0,0,0,0,0,0,1
Email 963,0,0,0,0,0,0,0,1
Email 964,0,0,0,0,0,0,0,0
Email 965,0,0,0,0,0,0,0,0
Email 966,0,0,0,0,0,0,0,0
Email 967,0,0,0,0,0,0,0,1
Email 968,0,0,0,0,0,0,0,0
Email 969,0,0,0,0,0,0,0,1
Email 970,0,0,0,0,0,0,0,0
Email 971,0,0,0,0,0,0,0,1
Email 972,0,0,0,0,0,0,0,0
Email 973,0,0,0,0,0,0,0,0
Email 974,0,0,0,0,0,0,0,0
Email 975,0,0,0,0,0,0,0,0
Email 976,0,0,0,0,0,0,0,0
Email 977,3,0,1,0,0,0,0,1
Email 978,1,0,0,0,0,0,0,0
Email 979,0,0,0,0,0,0,0,0
Email 980,0,0,0,0,0,0,0,0
Email 981,0,0,0,0,0,0,0,0
Email 982,0,0,0,0,0,0,0,0
Email 983,0,1,0,0,0,0,0,0
Email 984,0,0,0,0,0,0,0,1
Email 985,0,0,0,0,0,0,0,0
Email 986,0,0,0,0,0,0,0,0
Email 987,0,0,0,0,0,0,0,0
Email 988,0,0,0,0,0,0,0,0
Email 989,0,0,0,0,0,0,0,0
Email 990,0,0,0,0,0,0,0,0
Email 991,3,0,1,0,0,0,0,0
Email 992,0,0,0,0,0,0,0,1
Email 993,0,0,0,0,0,0,0,0
Email 994,0,0,0,0,0,0,0,0
Email 995,0,0,0,0,0,0,0,1
Email 996,0,0,0,0,0,0,0,0
Email 997,0,0,0,0,0,0,0,1
Email 998,0,0,0,0,0,0,0,0
Email 999,0,0,0,0,0,0,0,0
Email 1000,0,0,0,0,0,0,0,0
Email 1001,0,0,0,0,0,0,0,0
Email 1002,0,0,0,0,0,1,0,0
Email 1003,0,0,0,0,0,0,0,0
Email 1004,0,0,0,0,0,0,0,0
Email 1005,0,0,0,0,0,0,0,1
Email 1006,0,0,0,0,0,0,0,0
Email 1007,0,0,0,0,0,0,0,0
Email 1008,0,0,0,0,0,0,0,1
Email 1009,3,0,0,0,0,0,0,0
Email 1010,0,0,0,0,0,0,0,0
Email 1011,0,0,0,0,0,0,0,1
Email 1012,0,0,0,0,0,0,0,0
Email 1013,0,0,0,0,0,0,0,0
Email 1014,0,0,0,0,0,0,0,1
Email 1015,0,0,0,0,0,0,0,0
Email 1016,0,0,0,0,0,0,0,0
Email 1017,0,0,0,0,0,0,0,0
Email 1018,1,0,1,0,0,0,0,1
Email 1019,0,0,0,0,0,0,0,1
Email 1020,0,0,0,0,0,0,0,0
Email 1021,1,0,0,0,0,0,0,0
Email 1022,0,0,0,0,0,0,0,0
Email 1023,0,0,0,0,0,0,0,1
Email 1024,0,0,0,0,0,0,0,0
Email 1025,0,0,0,0,0,0,0,0
Email 1026,0,0,0,0,0,0,0,0
Email 1027,0,0,0,0,0,0,0,1
Email 1028,0,0,0,0,0,0,0,0
Email 1029,0,1,0,0,0,0,0,0
Email 1030,0,0,0,0,0,0,0,0
Email 1031,1,0,1,0,0,0,0,0
Email 1032,0,0,0,0,0,0,0,0
Email 1033,0,0,0,0,0,0,0,1
Email 1034,1,1,0,0,0,0,0,0
Email 1035,0,0,0,0,0,0,0,0
Email 1036,0,0,0,0,0,0,0,0
Email 1037,0,0,0,0,0,0,0,1
Email 1038,0,0,0,0,0,0,0,1
Email 1039,0,0,0,0,0,0,0,0
Email 1040,0,0,0,0,0,0,0,1
Email 1041,0,0,0,0,0,0,0,0
Email 1042,0,0,0,0,0,0,0,0
Email 1043,0,0,0,0,0,0,0,0
Email 1044,0,0,0,0,0,0,0,1
Email 1045,0,0,0,0,0,0,0,0
Email 1046,0,0,0,0,0,0,0,1
Email 1047,3,0,0,0,0,0,0,0
Email 1048,0,0,0,0,0,0,0,1
Email 1049,1,0,0,0,0,0,0,0
Email 1050,0,0,1,0,0,0,0,0
Email 1051,1,0,0,0,0,0,0,0
Email 1052,0,0,0,0,0,0,0,0
Email 1053,2,0,0,0,0,0,0,1
Email 1054,0,0,0,0,0,1,0,0
Email 1055,0,0,0,0,0,0,0,0
Email 1056,0,0,0,0,0,0,0,0
Email 1057,0,0,0,0,0,0,0,1
Email 1058,0,0,0,0,0,0,0,0
Email 1059,0,0,0,0,0,0,0,0
Email 1060,0,0,0,0,0,0,0,0
Email 1061,1,0,0,0,0,1,0,0
Email 1062,2,0,0,0,0,0,0,0
Email 1063,0,0,0,0,0,0,0,0
Email 1064,1,0,0,0,0,0,0,0
Email 1065,1,0,0,0,0,3,0,0
Email 1066,0,0,0,0,0,0,0,1
Email 1067,3,0,0,0,0,0,0,0
Email 1068,0,0,0,0,0,0,0,0
Email 1069,1,0,0,0,0,0,0,0
Email 1070,0,0,0,0,0,0,0,0
Email 1071,0,0,0,0,0,0,0,0
Email 1072,0,0,0,0,0,0,0,0
Email 1073,0,0,0,0,0,0,0,0
Email 1074,0,0,0,0,0,0,0,0
Email 1075,0,0,0,0,0,0,0,0
Email 1076,1,0,0,0,0,0,0,1
Email 1077,0,0,0,0,0,0,0,0
Email 1078,0,0,0,0,0,0,0,1
Email 1079,0,0,0,0,0,0,0,0
Email 1080,0,0,0,0,0,0,0,0
Email 1081,0,1,0,0,0,0,0,0
Email 1082,0,0,0,0,0,0,0,1
Email 1083,1,0,0,0,0,0,0,0
Email 1084,0,0,0,0,0,0,0,0
Email 1085,1,0,2,0,1,0,0,1
Email 1086,0,0,0,0,0,0,0,0
Email 1087,0,0,0,0,0,0,0,0
Email 1088,0,0,0,0,0,0,0,0
Email 1089,0,0,0,0,0,0,0,0
Email 1090,0,0,0,0,0,0,0,0
Email 1091,0,0,0,0,0,0,0,0
Email 1092,0,0,0,0,0,0,0,1
Email 1093,1,0,0,0,2,0,1,1
Email 1094,0,0,0,0,0,0,0,0
Email 1095,0,0,0,0,0,0,0,1
Email 1096,0,0,0,0,0,0,0,1
Email 1097,0,0,0,0,0,0,0,0
Email 1098,0,0,0,0,0,0,0,0
Email 1099,0,0,0,0,0,0,0,1
Email 1100,0,0,0,0,0,0,0,0
Email 1101,0,0,0,0,0,0,0,0
Email 1102,0,0,0,0,0,0,0,0
Email 1103,0,0,0,0,0,0,0,0
Email 1104,0,0,0,0,0,0,0,1
Email 1105,1,1,0,0,0,0,0,0
Email 1106,0,0,0,0,0,0,0,0
Email 1107,0,0,0,0,0,0,0,1
Email 1108,0,0,0,0,0,0,0,0
Email 1109,0,0,0,0,0,0,0,0
Email 1110,0,0,0,0,0,0,0,0
Email 1111,0,1,0,0,0,0,0,0
Email 1112,0,0,0,0,0,0,0,1
Email 1113,0,0,0,0,0,0,0,0
Email 1114,0,0,0,0,0,0,0,0
Email 1115,0,0,0,0,0,0,0,1
Email 1116,2,0,0,0,0,1,0,0
Email 1117,0,0,0,0,0,0,0,0
Email 1118,0,0,0,0,0,0,0,0
Email 1119,0,0,0,0,0,0,0,1
Email 1120,3,0,0,0,0,1,0,0
Email 1121,0,0,0,0,0,0,0,0
Email 1122,0,0,0,0,0,0,0,0
Email 1123,0,0,0,0,0,1,0,1
Email 1124,0,0,0,0,0,0,0,0
Email 1125,0,0,0,0,0,0,0,0
Email 1126,0,0,0,0,0,0,0,0
Email 1127,0,0,0,0,0,0,0,0
Email 1128,1,0,0,0,0,0,0,0
Email 1129,0,0,0,0,0,0,0,0
Email 1130,0,0,0,0,0,0,0,1
Email 1131,0,0,0,0,0,0,0,0
Email 1132,0,1,0,0,0,0,0,0
Email 1133,0,0,0,0,0,0,0,0
Email 1134,0,0,0,0,0,0,0,0
Email 1135,0,0,0,0,0,0,0,0
Email 1136,0,0,0,0,0,0,0,0
Email 1137,0,0,0,0,0,0,0,0
Email 1138,0,0,0,0,0,0,0,0
Email 1139,0,1,0,0,0,0,0,0
Email 1140,1,0,0,0,0,0,0,0
Email 1141,0,0,0,0,0,0,0,1
Email 1142,0,0,0,0,0,0,0,1
Email 1143,0,0,0,0,0,0,0,0
Email 1144,0,0,0,0,0,0,0,0
Email 1145,0,0,0,0,0,0,0,0
Email 1146,0,0,0,0,0,0,0,0
Email 1147,0,0,0,0,0,0,0,0
Email 1148,0,0,0,0,0,0,0,1
Email 1149,0,0,0,0,0,0,0,1
Email 1150,0,0,0,0,0,0,0,0
Email 1151,0,0,0,0,0,0,0,0
Email 1152,0,0,0,0,0,0,0,0
Email 1153,0,0,0,0,0,0,0,0
Email 1154,0,0,0,0,0,0,0,1
Email 1155,0,0,0,0,0,0,0,0
Email 1156,0,0,0,0,0,0,0,1
Email 1157,0,0,0,0,0,0,0,0
Email 1158,0,0,0,0,0,0,0,0
Email 1159,0,0,0,0,0,0,0,0
Email 1160,0,0,0,0,0,0,0,0
Email 1161,0,0,0,0,0,0,0,0
Email 1162,0,0,0,0,0,0,0,0
Email 1163,0,0,0,0,0,0,0,0
Email 1164,0,0,0,0,0,0,0,0
Email 1165,0,0,0,0,0,0,0,1
Email 1166,0,0,1,0,0,0,0,1
Email 1167,0,0,0,0,0,0,0,0
Email 1168,0,0,0,0,0,0,0,0
Email 1169,0,0,0,0,0,1,0,0
Email 1170,0,1,0,0,0,0,0,0
Email 1171,0,0,0,0,0,0,0,0
Email 1172,0,0,0,0,0,0,0,0
Email 1173,0,0,0,0,0,0,0,0
Email 1174,0,0,0,0,0,0,0,0
Email 1175,0,1,0,0,0,0,0,0
Email 1176,0,0,0,0,0,0,0,0
Email 1177,0,0,0,0,0,0,0,1
Email 1178,0,0,0,0,0,0,0,0
Email 1179,0,0,0,0,0,0,0,0
Email 1180,0,0,0,0,0,0,0,1
Email 1181,0,0,0,0,0,0,0,0
Email 1182,0,0,0,0,0,0,0,1
Email 1183,0,0,0,0,0,0,0,1
Email 1184,3,0,0,0,0,0,0,0
Email 1185,2,0,0,0,0,0,0,1
Email 1186,0,0,0,0,0,0,0,0
Email 1187,0,0,0,0,0,0,0,0
Email 1188,0,0,0,0,0,0,0,0
Email 1189,0,0,0,0,0,0,0,0
Email 1190,2,0,0,0,1,0,0,1
Email 1191,0,0,0,0,0,0,0,0
Email 1192,0,0,0,0,0,0,0,1
Email 1193,0,0,0,0,0,0,0,0
Email 1194,1,0,0,0,0,0,0,0
Email 1195,0,0,0,0,0,0,0,1
Email 1196,0,0,0,0,0,0,0,1
Email 1197,0,0,0,0,0,0,0,0
Email 1198,0,0,0,0,0,0,0,0
Email 1199,0,0,0,0,0,0,0,1
Email 1200,0,0,0,0,0,0,0,1
Email 1201,0,0,0,0,0,0,0,0
Email 1202,0,0,0,0,0,0,0,0
Email 1203,0,0,0,0,0,0,0,0
Email 1204,0,0,0,0,0,0,0,1
Email 1205,0,0,0,0,0,0,0,1
Email 1206,0,0,0,0,0,0,0,0
Email 1207,0,0,0,0,0,0,0,0
Email 1208,0,0,0,0,0,0,0,1
Email 1209,0,0,0,0,0,0,0,0
Email 1210,0,0,0,0,0,0,0,0
Email 1211,0,0,0,0,0,0,0,0
Email 1212,0,0,0,0,0,0,0,1
Email 1213,0,0,0,0,0,0,0,0
Email 1214,0,0,0,0,0,0,0,0
Email 1215,0,0,0,0,0,0,0,0
Email 1216,0,0,0,0,0,0,0,1
Email 1217,0,0,0,0,0,0,0,0
Email 1218,0,0,0,0,0,0,0,1
Email 1219,1,0,0,0,0,0,0,1
Email 1220,0,0,0,0,0,0,0,0
Email 1221,0,0,0,0,0,0,0,0
Email 1222,0,0,0,0,0,0,0,0
Email 1223,0,0,0,0,0,0,0,0
Email 1224,1,0,0,0,0,0,0,1
Email 1225,1,0,0,0,0,0,0,0
Email 1226,0,0,0,0,0,0,0,0
Email 1227,0,0,0,0,0,0,0,0
Email 1228,0,0,0,0,0,0,0,1
Email 1229,0,0,0,0,0,0,0,0
Email 1230,0,0,0,0,0,0,0,1
Email 1231,0,0,0,0,0,0,0,1
Email 1232,0,0,0,0,0,0,0,0
Email 1233,1,0,0,0,0,0,0,0
Email 1234,0,0,0,0,0,0,0,0
Email 1235,0,0,0,0,0,0,0,0
Email 1236,0,0,0,0,0,0,0,1
Email 1237,1,0,0,0,0,4,0,0
Email 1238,0,0,0,0,0,0,0,0
Email 1239,0,0,0,0,0,0,0,0
Email 1240,0,0,0,0,0,0,0,0
Email 1241,0,0,0,0,0,0,0,1
Email 1242,0,0,0,0,0,0,0,0
Email 1243,2,1,0,0,0,0,0,1
Email 1244,2,0,0,0,0,0,0,0
Email 1245,0,0,0,0,0,0,0,0
Email 1246,0,0,0,0,0,0,0,0
Email 1247,0,0,0,0,0,0,0,1
Email 1248,0,0,0,0,0,0,0,0
Email 1249,0,0,0,0,0,0,0,0
Email 1250,0,0,0,0,0,0,0,0
Email 1251,0,0,0,0,0,0,0,0
Email 1252,0,0,0,0,0,0,0,0
Email 1253,0,0,0,0,0,0,0,0
Email 1254,0,0,0,0,0,0,0,0
Email 1255,0,0,0,0,0,0,0,0
Email 1256,0,0,0,0,0,0,0,0
Email 1257,0,0,0,0,0,0,0,0
Email 1258,1,0,0,0,0,0,0,1
Email 1259,0,0,0,0,0,0,0,0
Email 1260,0,0,0,0,0,0,0,1
Email 1261,0,0,0,0,0,0,0,0
Email 1262,0,0,0,0,0,0,0,0
Email 1263,1,0,0,0,0,4,0,0
Email 1264,0,0,0,0,0,0,0,0
Email 1265,0,0,0,0,0,0,0,0
Email 1266,0,0,0,0,0,0,0,0
Email 1267,0,0,0,0,0,0,0,0
Email 1268,0,1,0,0,0,0,0,1
Email 1269,0,0,0,0,0,0,0,0
Email 1270,0,0,0,0,0,0,0,0
Email 1271,1,0,0,0,0,0,0,0
Email 1272,0,0,0,0,0,0,0,0
Email 1273,0,0,0,0,0,0,0,0
Email 1274,0,0,0,0,0,0,0,0
Email 1275,0,0,0,0,0,0,0,0
Email 1276,0,0,0,0,0,0,0,0
Email 1277,0,0,0,0,0,0,0,0
Email 1278,0,0,0,0,0,0,0,1
Email 1279,1,0,0,0,0,0,0,0
Email 1280,0,0,0,0,0,0,0,1
Email 1281,0,0,0,0,0,0,0,0
Email 1282,0,0,0,0,0,0,0,1
Email 1283,0,0,0,0,0,0,0,0
Email 1284,0,0,0,0,0,0,0,1
Email 1285,1,0,0,0,0,0,0,0
Email 1286,0,0,0,0,0,0,0,0
Email 1287,0,0,0,0,0,0,0,0
Email 1288,0,0,0,0,0,0,0,0
Email 1289,0,0,0,0,0,0,0,0
Email 1290,0,0,0,0,0,0,0,0
Email 1291,0,0,0,0,0,0,0,0
Email 1292,0,0,0,0,0,0,0,0
Email 1293,0,0,0,0,0,0,0,1
Email 1294,0,0,0,0,0,0,0,0
Email 1295,0,0,0,0,1,0,0,1
Email 1296,0,0,0,0,0,0,0,0
Email 1297,0,0,0,0,0,0,0,0
Email 1298,0,0,0,1,0,0,0,0
Email 1299,0,0,0,0,0,0,0,0
Email 1300,0,0,0,0,0,0,0,1
Email 1301,0,0,0,0,0,0,0,1
Email 1302,0,0,0,0,0,0,0,0
Email 1303,0,0,0,0,0,0,0,0
Email 1304,0,0,0,0,0,0,0,0
Email 1305,0,0,0,0,0,0,0,0
Email 1306,0,0,0,0,0,0,0,1
Email 1307,0,0,0,0,0,0,0,1
Email 1308,0,0,0,0,0,0,0,1
Email 1309,0,0,0,0,0,0,0,1
Email 1310,0,0,0,0,0,0,0,0
Email 1311,0,0,0,0,0,0,0,0
Email 1312,0,0,0,0,0,0,0,0
Email 1313,0,1,0,0,0,0,0,1
